Number,Gender,NameSet,Title,GivenName,MiddleInitial,Surname,AmountPaid,StreetAddress,City,State,StateFull,ZipCode,Country,CountryFull,Feedback,EmailAddress,Username,Password,BrowserUserAgent,TelephoneNumber,TelephoneCountryCode,MothersMaiden,Birthday,TropicalZodiac,CCType,CCNumber,CVV2,CCExpires,NationalID,UPS,WesternUnionMTCN,MoneyGramMTCN,Color,Occupation,Company,Vehicle,Domain,BloodType,Pounds,Kilograms,FeetInches,Centimeters,GUID,Latitude,Longitude
38,male,Chinese,Mr.,Lian,T,T'ang,86302.91,705 Church St,Pretoria,GA,Gauteng,0148,ZA,South Africa,,LianTang@gustr.com,Witche,bieve5Hae2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.10240",084 324 0060,27,Pan,13-01-54,Capricorn,MasterCard,5379701143767536,250,Aug-17,,1Z V96 878 82 0241 046 3,4786134879,80043787,Blue,Office support secretary,Play Town,2011 Porsche 911,CheapSpecialists.co.za,O+,181.7,82.6,"5' 6""",167,8a6e91bf-7911-4456-a44b-c58eb50b5658,-25.688293,28.260784
39,male,England/Wales,Mr.,Sam,S,O'Brien,49020.97,653 Bath Rd,Durban,KN,KwaZulu-Natal,4360,ZA,South Africa,Gratitude is the memory of the heart.,SamOBrien@einrot.com,Wifted,ceKohc7quie,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36",084 836 4094,27,Gibbs,06-04-71,Aries,Visa,4929037244491314,282,Dec-20,,1Z V67 672 03 8112 933 4,0640235538,89516827,Blue,Affirmative action coordinator,Midwest TV & Appliance,2008 Isuzu I-290,NewYorkCityDermatologists.co.za,AB+,147.4,67,"5' 9""",176,24d6d0ec-99c0-41c6-9c49-4d76b967d0f2,-29.819937,30.933459
40,male,Eritrean,Mr.,Haylom,E,Tesfay,55404.44,2426 Bodenstein St,Alberton,GA,Gauteng,1449,ZA,South Africa,,HaylomTesfay@fleckens.hu,Loven1952,eeCh4yaiGh,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2",082 701 9407,27,Daniel,17-01-52,Capricorn,Visa,4532183492410553,086,Mar-19,,1Z 727 632 61 7719 393 1,8423290774,01980046,White,Power plant mechanic,The Jolly Farmer,1998 Daewoo Prince,ScaryDesigns.co.za,A+,172.9,78.6,"6' 0""",183,3b78866b-abd5-4190-8b28-bdfbe6022749,-26.274944,28.197699
41,female,Igbo,Mrs.,Odinakachi,O,Chialuka,85340.75,21 Oxford St,Ashton,WC,Western Cape,6715,ZA,South Africa,,OdinakachiChialuka@teleworm.us,Gued1961,Fai7ief9aequ,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0,084 182 4902,27,Okechukwu,21-11-61,Scorpio,Visa,4539650578295523,792,Apr-18,,1Z W71 224 41 1377 569 0,4312283378,00703368,Green,Federal Bureau of Investigation agent,Media Play,2000 Porsche 996,ShareRepair.co.za,B+,212.1,96.4,"5' 1""",155,626782a3-c72f-4542-9adf-78697539baf5,-33.881261,20.048829
42,male,Italian,Mr.,Secondo,D,Lombardo,89173.5,491 Thomas St,Dannhauser,KN,KwaZulu-Natal,3080,ZA,South Africa,,SecondoLombardo@rhyta.com,Bablingdoper1970,eJahzaiT6dei,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36",083 879 5087,27,Monaldo,21-10-70,Libra,Visa,4556978118424677,342,Feb-16,,1Z 978 108 39 8077 364 3,1350595937,59504254,Green,Transportation inspector,You Are Successful,1995 Mitsubishi Pajero,PipeCollectors.co.za,A+,192.5,87.5,"5' 6""",167,22396596-3794-4bd4-af7f-9621428aa60d,-27.901358,30.112099
43,male,Russian,Mr.,Ruben,R,Izmaylov,52076.99,1395 Thutlwa St,Letsitele,LI,Limpopo,0885,ZA,South Africa,,RubenIzmaylov@teleworm.us,Anderfelve1949,Iek1geiK,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",084 241 9524,27,,21-09-49,Virgo,Visa,4916263384479415,737,Jan-17,,1Z 614 696 42 4788 634 8,8736749226,59465251,Blue,Electric line worker,Excella,2005 Honda Logo,ShoppingDebt.co.za,O+,240.7,109.4,"6' 0""",182,9d7b8c10-b9a7-4942-b94c-5b9f960f4323,-23.785546,30.313476
44,female,Japanese (Anglicized),Mrs.,Mayuko,N,Mukai,40541.95,1605 Crown St,Standerton,MP,Mpumalanga,2436,ZA,South Africa,,MayukoMukai@gustr.com,Obinew,Uloa3eing2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36",082 429 7823,27,Maekawa,28-12-55,Capricorn,Visa,4716622011133392,106,Jun-17,,1Z 977 8A8 63 8689 875 9,2448333040,40738048,Blue,Private household cook,Ruehl No. 925,1995 Beijing BJ 2021,ChiropractorsDirect.co.za,B+,214.9,97.7,"5' 7""",170,0f48b65c-96b5-4083-8d5f-8937191a184a,-26.866072,29.205015
45,male,Australian,Mr.,Matthew,G,Stump,10637.99,2446 Wolmarans St,Sundra,MP,Mpumalanga,2211,ZA,South Africa,,MatthewStump@dayrep.com,Alime1976,poh3iZe0Ooc,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36",085 645 7519,27,Heath,06-06-76,Gemini,Visa,4716830379466334,682,Jul-17,,1Z 500 069 21 5469 105 0,9219581270,96249526,Blue,Division secretary,Ulbrich's,2006 Ascari A10,ImaginationShow.co.za,O+,245.1,111.4,"6' 2""",187,3e105e61-a965-4689-8d15-18f9c1b700b7,-26.155335,28.749395
46,male,Eritrean,Mr.,Medhane,D,Yonatan,45503.87,1390 Dickens St,Springs,GA,Gauteng,1564,ZA,South Africa,,MedhaneYonatan@teleworm.us,Draggell,IXaethu4l,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:39.0) Gecko/20100101 Firefox/39.0,085 295 1725,27,Mebrahtu,19-11-58,Scorpio,MasterCard,5323614838962907,173,Mar-17,,1Z 994 477 97 3651 495 8,4107855013,47868305,Blue,Maintenance technician,Jackhammer Technologies,2004 Chrysler PT Cruiser,LookWealthy.co.za,O+,163.7,74.4,"5' 7""",170,1da53ef3-511f-45ab-b2fa-9a4ff03d741f,-26.256168,28.48328
47,female,England/Wales,Ms.,Sarah,A,Campbell,80632.61,1833 Oranje St,Vredefort,FS,Free State,9595,ZA,South Africa,Thanks!,SarahCampbell@cuvox.de,Theyeard,Eej5oje3qui,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36",084 333 9616,27,Donnelly,17-06-86,Gemini,MasterCard,5459656985437429,096,Feb-16,,1Z F90 760 47 7309 114 1,3817689595,96046829,Purple,Horse trainer,Future Plan,2002 Buick LeSabre,TheologySeminar.co.za,A+,143.7,65.3,"5' 7""",170,a7bc8aa2-1560-4d1a-997f-9cb29dca2bc7,-27.087921,27.440242
48,male,Igbo,Mr.,Chidalu,N,Nebechi,95606.98,1159 Glyn St,Valhalla,GA,Gauteng,0185,ZA,South Africa,Hem your blessings with thankfulness so they don’t unravel.,ChidaluNebechi@einrot.com,Scumbrues,Xuidai0eo,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.125 Safari/537.36",084 162 3902,27,Chukwudi,03-05-82,Taurus,MasterCard,5588815266490747,819,Feb-20,,1Z 627 316 11 4529 324 5,4181396374,84559270,Blue,Process technician,Super Place,2011 Renault Latitude,AfterFiesta.co.za,O+,138.6,63,"5' 10""",179,d548ecff-cc62-427b-bae9-09bb2140cae5,-25.843337,28.17355
49,female,Russian,Ms.,Alina,P,Ermakova,10373.51,687 Telford Ave,Jan Kempdorp,NC,Northern Cape,8553,ZA,South Africa,,AlinaErmakova@gustr.com,Busucher,Uphekie1vai,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.125 Safari/537.36",085 723 4493,27,,29-08-58,Virgo,Visa,4532902778136867,521,Dec-16,,1Z Y21 21Y 35 7079 450 1,0929675535,66082868,Purple,Smoke jumper,The Pink Pig Tavern,2009 Citroen C2,ReadyLines.co.za,B+,177.1,80.5,"5' 2""",157,09b4afda-041e-4e8c-9693-fc7e90868e06,-27.932035,24.769424
50,male,Scottish,Mr.,Shaun,T,Moore,46886.5,1904 Gleemoor Rd,Vanderkloof,NC,Northern Cape,8771,ZA,South Africa,,ShaunMoore@fleckens.hu,Andin1987,ooQu7oWoo,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.107 Safari/537.36",085 774 3644,27,Campbell,02-10-87,Libra,MasterCard,5415086184451836,601,Oct-19,,1Z 713 F95 01 4487 562 1,7130955960,00701502,Green,Weathercaster,Shoe Kicks,2005 Ford Lynx,PermaCloud.co.za,B-,217.1,98.7,"5' 10""",178,0e198e92-a54a-42d6-bc04-9549f61347b8,-30.030882,24.824743
51,female,American,Mrs.,Deborah,J,McFadden,35150.81,2015 Stanley Rd,Durban,KN,KwaZulu-Natal,4034,ZA,South Africa,,DeborahJMcFadden@einrot.com,Worance,ce4koMoopoa,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0,083 906 7622,27,Shoemaker,14-06-60,Gemini,MasterCard,5159542160315965,964,Feb-16,,1Z 962 68E 19 5638 903 0,7301679980,32926607,Green,Accounts payable clerk,Keeney's,2002 Subaru Impreza,ExpenseSharing.co.za,O+,137.7,62.6,"5' 8""",173,e8180ff1-f3ef-4cdb-b33f-6d68534331ea,-29.810377,30.988926
52,female,Scottish,Mrs.,Oliwia,R,McDonald,92821.12,1051 Willow St,Humansdorp,EC,Eastern Cape,6311,ZA,South Africa,,OliwiaMcDonald@einrot.com,Fille1991,jeizoaCh1moo,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0,084 688 1195,27,Williamson,16-02-91,Aquarius,MasterCard,5552612751028773,289,Aug-18,,1Z 946 0A9 12 9676 438 2,6517349774,28229963,Blue,Employee development manager,Big Bear Stores,2004 Ford Escape,LacrosseRugby.co.za,O+,191.4,87,"5' 1""",155,08c208f2-1eb9-4569-a094-0711efad2b6b,-34.061725,24.80609
53,male,Russian,Mr.,Rostislav,Z,Vasiliev,64940.86,2227 Sandown Rd,Cape Town,WC,Western Cape,8005,ZA,South Africa,Blessed are those that can give without remembering and receive without forgetting.,RostislavVasiliev@gustr.com,Wiself,oopootac4Ee,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0,085 999 1927,27,,13-09-82,Virgo,MasterCard,5579957835110082,843,Aug-17,,1Z 715 W96 33 2643 242 3,6127097718,00281801,Blue,Weigher,Royal Gas,2008 Smart Ultimate 112,StrangeForums.co.za,AB+,141.2,64.2,"6' 2""",189,dfbc2a7a-cc13-4075-bd92-4a9fa2487f45,-33.918254,18.507764
54,female,Scottish,Mrs.,Margaret,F,Wallace,42566.24,1788 Prospect St,Pretoria,GA,Gauteng,0012,ZA,South Africa,Give thanks for a little and you will find a lot.,MargaretWallace@rhyta.com,Sellonbeebot1988,Aime7piiGh,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0,082 429 1060,27,Gray,14-11-88,Scorpio,Visa,4556326621314219,746,Jan-17,,1Z 10W 705 91 9889 882 2,4514631857,95401305,Blue,Posting clerk,Fit Tonic,2003 Volkswagen Phaeton,AwarenessAdvisor.co.za,A+,178.4,81.1,"5' 3""",160,976febb4-914f-4744-b35e-ba29e9486c7c,-25.755896,28.250298
55,male,Chinese,Mr.,Chi,L,Cheng,87675.96,953 Rus St,Stellenbosch,WC,Western Cape,7605,ZA,South Africa,"As we express our gratitude, we must never forget that the highest appreciation is not to utter words, but to live by them.",ChiCheng@fleckens.hu,Abouldis,niezoh8Eexi,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/7.1.6 Safari/537.85.15",085 463 9701,27,Tseng,14-02-69,Aquarius,MasterCard,5455483940991059,747,Dec-17,,1Z 254 E17 87 1994 030 5,0478310897,22629560,Green,Manufacturing optician,National Tea,1995 Buick Park Avenue,DentalFoam.co.za,O+,234.5,106.6,"6' 2""",187,0d1acfd7-7bb5-49d1-8dd9-ebf48cbd0d75,-33.913691,18.913433
56,male,Russian,Mr.,Ephraim,A,Konovalov,47215.75,933 Bodenstein St,Duduza,GA,Gauteng,1494,ZA,South Africa,Gratitude is the memory of the heart.,EphraimKonovalov@gustr.com,Suffed87,aifig8aeZ4,Mozilla/5.0 (Windows NT 5.1; rv:39.0) Gecko/20100101 Firefox/39.0,084 803 7588,27,,30-07-87,Leo,Visa,4532701518345212,109,Apr-20,,1Z E52 153 25 7133 368 0,9538321588,57710277,Blue,Broker,Fisher Foods,2006 Chevrolet Tahoe,PrepaidDollars.co.za,A+,134.4,61.1,"5' 7""",169,b827ef32-016b-4318-8ff4-45f393f8ac73,-26.356848,28.503421
57,female,Eritrean,Ms.,Eden,A,Selam,90999.83,668 Plane St,Idutywa,EC,Eastern Cape,5007,ZA,South Africa,,EdenSelam@fleckens.hu,Earm1984,She8ru9l,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36",082 499 1713,27,Gabriel,16-07-84,Cancer,MasterCard,5184100272460853,051,Feb-17,,1Z 6E4 676 35 9464 793 8,1113336295,29196219,Green,Aircraft cargo handling supervisor,Dream Home Improvements,2001 Mercedes-Benz Smart,MediaCorporations.co.za,AB+,218,99.1,"5' 1""",156,7a870c9c-695f-4596-af91-1d7462684462,-32.022743,28.36627
58,female,Italian,Ms.,Proserpina,V,Milano,2151.73,1219 Broad Rd,Kwaxuma,GA,Gauteng,1866,ZA,South Africa,,ProserpinaMilano@armyspy.com,Witentleming,nooPh1jei,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36",084 946 4176,27,Angelo,29-10-64,Scorpio,MasterCard,5375421106242898,047,Apr-19,,1Z 565 868 66 6603 502 6,2506563840,84388918,Black,Sound engineering technician,Cala Foods,2005 Ford Maverick,ReverseMortgageBeat.co.za,O+,141.7,64.4,"5' 5""",166,bc49aa28-304e-489b-aca7-42b8c4f10297,-25.356898,28.318247
59,male,Japanese (Anglicized),Mr.,Teruhiko,S,Nozaki,24963.72,908 Morgan Rd,Nkandla,KN,KwaZulu-Natal,3856,ZA,South Africa,Forgot my sunglasses! Could you please send them to my home address if found. Thanks!,TeruhikoNozaki@rhyta.com,Couret,thoh7Iet,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0,084 934 4448,27,Nakagawa,30-03-70,Aries,MasterCard,5337405804210189,396,Aug-16,,1Z 497 F43 93 2886 254 4,6636270512,65379339,Blue,Surveyor,Pay 'N Pak,1995 Chevrolet Blazer,DiningDoc.co.za,O-,151.6,68.9,"5' 10""",179,875407cf-5439-44e3-8710-2d09d0c67bed,-28.673,31.097318
60,male,Eritrean,Mr.,Kiros,D,Selassie,64486.19,1094 Daffodil Dr,Tsolo,EC,Eastern Cape,5170,ZA,South Africa,"Make it a habit to tell people thank you. To express your appreciation, sincerely and without the expectation of anything in return. Truly appreciate those around you, and you’ll soon find many others around you. Truly appreciate life, and you’ll find that you have more of it.",KirosSelassie@dayrep.com,Caunin,Chie4aeSah0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36",085 439 5961,27,Petros,06-06-75,Gemini,Visa,4716949826493459,092,Jan-16,,1Z 60W 136 91 4692 530 9,7931306161,33150585,Silver,Climatologist,Thompson,2010 Chrysler 300,NightClubDealer.co.za,A+,176.9,80.4,"6' 0""",183,bc8d6cd0-7842-4b71-aa8a-946ef936eb11,-31.234053,28.816128
61,male,Australian,Mr.,Jack,M,Griffiths,30801.3,950 Mark Street,Pietersburg,LI,Limpopo,0707,ZA,South Africa,"I find that the more willing I am to be grateful for the small things in life, the bigger stuff just seems to show up from unexpected sources, and I am constantly looking forward to each day with all the surprises that keep coming my way!",JackGriffiths@armyspy.com,Stroo1970,ew9ahN9ohw,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36",085 283 5047,27,O'Leary,24-08-70,Virgo,Visa,4532743539561476,510,Dec-16,,1Z 2V5 A72 73 4218 128 7,3688375563,96423455,Blue,Drug Enforcement Administration (DEA) agent,Quickbiz,2014 Cadillac Escalade ESV,TrueScifi.co.za,O+,190.1,86.4,"5' 7""",171,6a423717-57a4-48a8-9a29-7716bd42dc9c,-23.766187,29.325696
62,female,Italian,Ms.,Maurizia,R,Pinto,25531.66,2168 Plane St,Mthatha,EC,Eastern Cape,5035,ZA,South Africa,,MauriziaPinto@rhyta.com,Alisher,vooN8eer6,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36",084 690 5169,27,Monaldo,15-03-73,Pisces,MasterCard,5210719567083084,314,Jul-20,,1Z A93 451 25 3464 272 7,9638231010,13878656,Green,Landscape contractor,Knox Lumber,2009 BMW 335,SeekPositions.co.za,O+,137.7,62.6,"5' 1""",154,d4440cff-ab62-4a2d-bf0a-d9ad4be3d648,-31.57951,28.693819
63,female,Chinese,Dr.,Dai,D,Hsia,14570.21,1745 Langley St,Uniondale,WC,Western Cape,6480,ZA,South Africa,,DaiHsia@einrot.com,Loctatintoo,Kei6aekuz2S,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,084 677 7919,27,Fang,26-01-74,Aquarius,MasterCard,5229363472352752,047,May-19,,1Z A22 658 56 4669 498 9,4453242989,00271609,White,Esthetician,Robert Hall,2012 Volkswagen Touareg,ConventionDestinations.co.za,AB+,156,70.9,"5' 2""",157,b30e32f7-eb2c-4c91-9d14-739820bda89d,-33.722446,23.088607
64,male,Scottish,Mr.,Adrian,R,Johnston,26257.31,731 Oost St,Belfast,MP,Mpumalanga,1151,ZA,South Africa,,AdrianJohnston@cuvox.de,Dified,iehohR8Eiga,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36",083 940 1967,27,Morrison,10-11-65,Scorpio,Visa,4556142065428278,872,May-17,,1Z 4V6 248 95 7743 670 2,4128928631,60443041,Orange,Transmission rebuilder,P. Samuels Men's Clothiers,2006 Hyundai Sonata,HDMind.co.za,A+,168.1,76.4,"5' 7""",171,b3424e8a-0de9-438b-bde2-59f700815754,-25.727293,30.045314
65,male,Scottish,Mr.,Ahmad,I,Cameron,35784.49,1367 Mosman Rd,Springbok,NC,Northern Cape,8282,ZA,South Africa,,AhmadCameron@cuvox.de,Idents,uPahs3ketho,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.107 Safari/537.36",085 310 1018,27,Ritchie,09-03-73,Pisces,Visa,4532644874099876,585,Nov-16,,1Z 4V3 97A 38 8121 508 0,8657594067,17762556,Blue,Ophthalmologist,Old America Stores,2010 Buick Enclave,SpaSnap.co.za,A+,180.4,82,"5' 10""",178,e7eb8e1b-b9c4-4c1e-8ed7-0c52770c66e6,-29.568511,17.973064
66,male,American,Mr.,Charles,M,Neal,16321.67,1277 Telford Ave,Magogong,NW,North West,8575,ZA,South Africa,,CharlesMNeal@cuvox.de,Thereply,Feetaeshuy4,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36",085 866 9620,27,Douglas,02-11-73,Scorpio,MasterCard,5183139470504782,639,Apr-19,,1Z 643 187 83 6249 811 8,9447187022,19911168,Blue,"Dredge, excavating, and loading machine operator",Xray Eye & Vision Clinics,2015 Infiniti Q60 Convertible,GreatJump.co.za,O+,162.8,74,"5' 10""",178,5b04206b-f416-49de-9f53-80255af2815a,-27.722117,24.896971
67,female,Japanese (Anglicized),Ms.,Suzumi,K,Hakui,99575.72,2326 Mark Street,Pietersburg,LI,Limpopo,0707,ZA,South Africa,,SuzumiHakui@cuvox.de,Younce,aox5Pheelu,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36",082 702 3628,27,Tsuchii,01-06-92,Gemini,Visa,4916135460568826,628,Aug-16,,1Z F16 Y95 25 0294 854 1,9137614574,92618553,Blue,Periodontist,Dick Fischers,2005 Jeep Cherokee,KentuckyHockey.co.za,A+,117.7,53.5,"5' 2""",157,05be5059-fbd8-40f1-a1f3-ad30bbc0dc09,-23.754713,29.238967
68,male,Japanese (Anglicized),Mr.,Katsuki,I,Tamura,89626.2,961 Burger St,Bronkhorstspruit,GA,Gauteng,1024,ZA,South Africa,"Make it a habit to tell people thank you. To express your appreciation, sincerely and without the expectation of anything in return. Truly appreciate those around you, and you’ll soon find many others around you. Truly appreciate life, and you’ll find that you have more of it.",KatsukiTamura@jourrapide.com,Morave,uR1viepume0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/600.7.12 (KHTML, like Gecko) Version/8.0.7 Safari/600.7.12",085 817 0724,27,Aoki,17-01-53,Capricorn,Visa,4532676869083887,645,May-19,,1Z 312 32A 12 6096 264 7,2512934305,87979424,Black,Astronomer,Unity Stationers,2012 Jaguar XK,TuitionDepartment.co.za,A+,213.6,97.1,"5' 7""",171,fb229e3e-053a-4858-b3ec-36f7109bdd6b,-25.838754,28.781916
69,female,Japanese (Anglicized),Mrs.,Wakana,F,Akimoto,31229.9,1251 Amos St,Temba,NW,North West,0409,ZA,South Africa,,WakanaAkimoto@gustr.com,Whyst1974,paSh1heezi,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.107 Safari/537.36",085 809 1406,27,Iwasaki,20-09-74,Virgo,Visa,4929914780865897,546,Jul-16,,1Z E49 3V6 22 6287 757 1,7588723683,54801834,Purple,Control room operator,System Star,2011 Renault Laguna,CreditLoyalty.co.za,O+,227.7,103.5,"5' 4""",162,6e9a747f-1d36-490a-827b-023498c100d4,-25.405009,28.303715
70,male,Igbo,Mr.,Madukaife,C,Onyekachukwu,32132.87,1540 Fox St,Mafikeng,NW,North West,2738,ZA,South Africa,Hem your blessings with thankfulness so they don’t unravel.,MadukaifeOnyekachukwu@dayrep.com,Clinter,ephooc7aiCh,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.107 Safari/537.36",084 851 0890,27,Esomchi,24-02-73,Pisces,Visa,4716957855571871,268,Jan-18,,1Z 226 114 56 6324 889 0,6608855156,47057763,Blue,Regional planner,Team Uno,1996 Daewoo Arcadia,InterviewWire.co.za,O+,204.6,93,"5' 10""",178,3d6eefa8-f7d5-481f-be49-9b2d6241bbec,-25.884361,25.736605
71,male,American,Mr.,Carlos,S,Warwick,95192.66,1596 Wolmarans St,Jukskeipark,GA,Gauteng,2188,ZA,South Africa,,CarlosSWarwick@cuvox.de,Himard,Ohpae1She,Mozilla/5.0 (Windows NT 5.1; rv:39.0) Gecko/20100101 Firefox/39.0,084 831 6348,27,Burger,07-07-61,Cancer,MasterCard,5441268561299214,814,Feb-18,,1Z A46 204 15 0961 827 2,5416979049,74853707,Blue,Monetary economist,A+ Investments,2006 Chevrolet Avalanche,VoIPScore.co.za,A+,215.6,98,"5' 7""",169,97502d70-8646-47ad-bf07-e906b47fe934,-26.123537,28.109534
72,female,England/Wales,Mrs.,Libby,A,Goodwin,42452.33,2036 Diesel Street,Krugersdorp,GA,Gauteng,1745,ZA,South Africa,,LibbyGoodwin@fleckens.hu,Nornesiond88,ooz0YaeVooGhie,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.107 Safari/537.36",082 542 0501,27,Fraser,01-07-88,Cancer,MasterCard,5240183548037251,401,Feb-17,,1Z 030 628 96 9022 868 5,7716700118,65547908,Blue,Animal control officer,Town and Country Convenience Stores,2010 Lincoln Navigator,FootballExhibition.co.za,B+,224.4,102,"5' 8""",172,de15305e-51fe-421f-8874-51b601194356,-26.117996,27.740578
73,male,Scottish,Mr.,Leighton,K,Crawford,81037.37,1799 Dickens St,Kempton Park,GA,Gauteng,1631,ZA,South Africa,Thankfulness is the beginning of gratitude.Gratitude is the completion of thankfulness. Thankfulness may consist merely of words. Gratitude is shown in acts.,LeightonCrawford@einrot.com,Bromigery,shiuDaiH2ai,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.124 Safari/537.36",083 702 6952,27,Robertson,08-02-75,Aquarius,Visa,4716805740862833,591,Sep-16,,1Z 420 2Y7 93 8406 696 9,8413423625,80723235,Blue,Flight engineer,Handy Andy Home Improvement Center,1995 Audi Coupe,DreamerHomes.co.za,O+,222,100.9,"5' 10""",178,93815347-0530-479a-bdac-8a47ccc6c404,-26.140075,28.228928
74,male,Chinese,Mr.,Jie,Y,T'an,77665.24,89 Langley St,George,WC,Western Cape,6541,ZA,South Africa,,JieTan@dayrep.com,Eushe1960,aitath4Uiyee,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; Trident/5.0),082 584 4415,27,Ts'ai,02-11-60,Scorpio,Visa,4556977207120568,294,Sep-20,,1Z 702 F97 25 8178 953 5,7173593789,14387905,Blue,Water resources engineer,Prestigabiz,2006 Cadillac STS,LogPoker.co.za,A+,236.3,107.4,"5' 11""",180,0cb4ca9f-f072-448d-b92b-c8d1c1bc3bed,-33.867962,22.411103
75,male,Russian,Mr.,Polycarp,S,Yermakov,90245.82,253 Wattle St,Peddie,EC,Eastern Cape,5612,ZA,South Africa,,PolycarpYermakov@rhyta.com,Woure1957,Ie5aef5yoh,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.125 Safari/537.36",082 405 5502,27,,19-06-57,Gemini,Visa,4916515774009411,503,Apr-19,,1Z 83W 166 61 9922 110 6,3182980944,08490260,Black,Sports book writer,You Are Successful,2010 Ford Mondeo,ShopRestaurants.co.za,B+,162.6,73.9,"5' 10""",178,d2ffe95f-56e2-4fcf-91b9-54e8db285592,-33.242167,27.065602
